jobCd,jobCdLevel,jobCdNm,rnum,jobTask,noticeCn,simlrJob,sprdOckclsYn,jobdevtipCn
03320200,5,보험 모집인(보험설계사·FC),2128,·  보험가입대상자에게 계약을 맺은 보험회사의 상품들 중 고객에게 적합한 보험상품을 안내하고 계약을 체결한다.,"·  보험영업을 하는 사람 중 보험대리점을 영위하거나, 보험중개인 자격을 취득하여 보험중개 업무를 수행하는 경우 ‘033201 보험 대리인 및 중개인’으로 분류한다. 이 외 보험회사의 법인영업원, 일반영업원이나 그 외 보험설계사, 생활설계사, 모집사용인(대리점에 고용) 등은 본 직무로 분류한다.
·  보험회사에서 보험관련 사무업무를 보는 ‘03230000 보험 심사원 및 사무원과’도 구별한다.","· 교육보험외판원, 라이프컨설턴트(LC), 보험모집인, 보험설계사, 보험영업원, 보험외판원, 보험판매원, 생명보험외판원, 생활설계사, 손해보험외판원, 재무설계사, 파이낸셜컨설턴트(FC), 파인낸셜플래너(FP)",,·  보험모집인은 특수고용직으로서 실제 구인과 구직을 등록하지 않도록 한다.
03320300,5,투자 권유 대행인,2129,"·  금융투자회사(증권사)와 전속 계약을 맺고 업무위탁을 받아 투자자를 상대로 금융투자상품의 매매 또는 투자자문, 투자일임, 신탁계약을 체결하도록 권유한다.",,"· 간접투자증권취득권유인, 간접투자증권판매인, 금융상품판매원, 펀드취득권유인",,
11010000,5,인문과학 연구원,2130,"·  철학, 역사학, 언어학, 심리학 등 인문과학 분야에서 관련 지식을 응용하여 이론 및 운영기법을 개선, 개발하며 학술적 논문 및 보고서를 작성한다.",,"· 경제역사학연구원, 고고학연구원,  교육심리학연구원, 교육학연구원, 민족학연구원, 사회심리학연구원, 사회역사학연구원, 산업심리학연구원, 어문학연구원, 어원언어학연구원, 어원학연구원, 언어음성학연구원, 언어형태학연구원, 음운학연구원, 임상심리학연구원, 정치사학연구원, 직업심리학연구원, 철학연구원",,
11020000,5,사회과학 연구원,2131,"·  경제학, 사회학, 정치학, 사회복지학 등의 관련 지식을 응용하여 그에 대한 개념, 이론 및 운영기법을 개선, 개발하고 학술적 논문 및 보고서를 작성한다.",,"· 경영학연구원, 경제분석가, 경제학연구원, 금융연구원, 노동연구원, 농업경제학연구원, 범죄사회학연구원, 법학연구원, 보건정책연구원, 사회복지연구원, 사회학연구원, 언론학연구원, 정치학연구원, 조세경제학연구원, 종교학연구원, 직업연구원",,
12110000,5,자연과학 연구원,2132,"·  물리학, 화학, 수학, 해양학, 환경학, 지질학, 기상학, 천문학 등 관련 지식의 응용으로 사회과학을 연구하여 개념, 이론 및 운영기법을 개선, 개발하고 학술적 논문 및 보고서를 작성한다.","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 고무화학연구원, 광물리학연구원, 기상예보관, 기상학연구원, 기하학연구원, 기후학연구원, 대기환경과학연구원, 도료화학연구원, 무기화학연구원, 물리학연구원, 분석통계학연구원, 분석화학연구원, 석유화학연구원, 섬유화학연구원, 세제화학연구원, 수리통계학연구원, 수문학연구원, 수질환경과학연구원, 순수수학연구원, 식품화학연구원, 역학물리학연구원, 열물리학연구원, 염료화학연구원, 우주물리학연구원, 유기화학연구원, 유리화학연구원, 음향물리학연구원, 응용수학연구원, 응용통계학연구원, 이론물리학연구원, 인구통계학연구원, 자기물리학연구원, 전기물리학연구원, 전자물리학연구원, 전파천문학연구원, 조사통계학연구원, 지구물리학연구원, 지구자기학연구원, 지진학연구원, 지형학연구원, 천문물리학연구원, 천체물리학연구원, 측지학연구원, 통계전문연구원, 폐기물처리과학연구원, 표본전문연구원, 플라스틱화학연구원, 핵물리학연구원, 화산학연구원, 환경과학연구원",,
12120000,5,자연과학 시험원,2133,"·  물리학, 화학, 수학, 해양학, 환경학, 지질학, 기상학, 천문학 등 자연과학 분야의 이론과 응용에 관한 실험, 검사 및 분석 등의 기술적 업무를 과학자나 연구원의 지휘, 감독 하에 수행한다. ","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 기상학시험원, 물리학시험원, 수학시험원, 지구물리학시험원, 지질학시험원. 천문학시험원, 통계준전문가, 통계학시험원, 화학시험원",,·  연구소 등에서 연구원과 시험원의 지시를 받아 간단한 지원 업무를 수행하는 직무에서도 장애인 구인이 있다.
12120001,5,자연과학 시험(연구)보조원,2134,"·  물리학, 화학, 수학, 해양학, 환경학, 지질학, 기상학, 천문학 등 자연과학 분야의 과학자나 연구원, 시험원 등의 지휘, 감독 하에 시험이나 연구를 보조하는 업무를 수행한다. 필요할 경우 표본을 재취하기도 한다.","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.
·  건설, 기계, 금속, 화학, 환경, 식품 등 공학과 관련한 연구보조원 및 시험보조원은 ‘15990001 기타 공학 관련 시험(연구)보조원’으로 분류한다.","· 기상학시험보조, 물리학시험보조원, 수학시험보조원, 지구물리학시험보조원, 지질학시험보조원. 천문학시험보조원, 화학시험보조원",,"·  연구소 등에서 연구원과 시험원의 지시를 받아 간단한 지원 업무, 표본이나 시료 채취 등을 수행하는 직무에서 장애인 채용이 발생하기도 한다."
12210000,5,생명과학 연구원,2135,,,,,
12210100,5,생명과학 연구원,2136,"·  의학, 한의학, 약학, 유전학, 생물학, 생태학, 농학, 임학, 축산학, 수산학, 원예학 등 생명과학 분야의 이론과 응용에 관한 연구를 수행한다.","·  농림어업과 관련한 연구를 수행할 경우 ‘12210200 농어업 연구원 및 기술자’로 분류한다.
·  의약품의 개발 및 연구를 수행할 경우 본 직무로 분류한다.
·  생명과학과 관련한 시험 업무만을 수행할 경우 ‘12220000 생명과학 시험원’으로 분류한다.
·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 검역원, 나무의사, 농학연구원(생명과학분야), 도시농업연구원, 동물학연구원, 미생물의약연구원, 병리학연구원, 산림자원연구원, 생명정보연구원, 생물학연구원, 생약제제연구원, 생태학연구원, 생화학연구원, 수의학연구원, 시설재배연구원, 식물학연구원, 신약개발자, 약학연구원, 어류생태연구원, 어병치료사, 원예학연구원, 유전공학연구원, 유전자감식연구원, 유전학연구원, 육림기술자, 의약품개발원, 의학연구원, 임산공학연구원, 임상연구원, 임학연구원, 정밀농업기술자, 축산학연구원, 한약재검사연구원, 한의학연구원, 해양생태학연구원, 환경생태학연구원",,
12210200,5,농어업 연구원 및 기술자,2137,"·  농업기술, 해양수산기술과 관련된 연구 및 개발, 기술 자문, 컨설팅·  지도 등의 업무를 수행한다.","·  건축조경기사는 ‘14040000 조경 기술자’로 분류한다.
·  농림어업과 관련한 시험 업무만을 수행할 경우 ‘12230000 농림어업 관련 시험원’으로 분류한다.","· 검역원, 농가지도원, 농산물검역원, 농산물방역기술자, 농약기술자, 농업기술자, 농촌지도사, 농학연구원(농어업분야), 수산학연구원, 수의학연구원, 수출입방역원, 식물자원연구원, 양식기술자, 어병치료사, 어촌지도사, 원예기술자, 원예연구원, 육종기술자, 인공수정사, 정밀농업기술자, 축산연구원, 해양수산기술자",,
12210300,5,임업 및 산림 연구원 및 기술자,2138,"·  나무번식 및 재배방법에 관한 연구를 수행하고 이를 개발하며 토양의 특징, 이용가능성 및 생산성 등에 관한 조사·  연구를 하여 임산 시책의 개선에 응용한다. 관련된 연구 및 개발, 기술 자문, 컨설팅·  지도 등의 업무를 수행하기도 한다.","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 산림경영지도원, 산림기술자, 산림설계원, 수목치료원, 영림자문가, 육림기술자, 임업기술자, 임학연구원, 조림자문가, 토양검정원, 토양기술자",,
12220000,5,생명과학 시험원,2139,"·  의학, 한의학, 약학, 유전학, 생물학, 생태학 등 생명과학 분야의 이론과 응용에 관한 실험, 검사 및 분석 등의 기술적 업무를 과학자나 연구원의 지휘, 감독 하에 수행한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 동물학시험원, 병리학시험원, 생리학시험원, 생물공학시험원, 생태학시험원, 세균학시험원, 세포학시험원, 식물학시험원, 약학시험원, 유전체분석사, 유전학시험원, 의료과학시험원, 임상시험모니터요원(CRA), 임상시험코디네이터(CRC), 해부학시험원, 혈액학시험원",,
12220001,5,생명과학 시험(연구)보조원,2140,"·  의학, 한의학, 약학, 유전학, 생물학, 생태학 등 생명과학 분야의 과학자나 연구원, 시험원 등의 지휘, 감독 하에 시험이나 연구를 보조하는 업무를 수행한다. 필요할 경우 표본이나 시료를 채취하기도 한다","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 동물학시험보조원, 병리학시험보조원, 생리학시험보조원, 생물공학시험보조원, 생태학시험보조원, 세균학시험보조원, 세포학시험보조원, 식물학시험보조원, 약학시험보조원, 유전학시험보조원, 의료과학시험보조원, 임상시험모니터보조요원",,"·  연구소 등에서 연구원과 시험원의 지시를 받아 간단한 지원 업무, 표본이나 시료 채취 등을 수행하는 직무에서 장애인 구인이 있다."
12220002,5,동식물 표본 제작자,2141,·  생물자원의 발굴 및 다양성 보전 등을 위한 연구자료로 활용 가능하도록 동식물의 표본을 제작하는 업무를 수행한다.,·  한국장애인고용공단의 직무개발사업(현장 중심 직무개발사업)을 통해 개발된 동식물 표본 제작자(2024)는 본 직무로 분류한다.,"· 동물표본제작자, 곤충표본제작자, 식물표본제작자, 어패류표본제작자",Y,
12230000,5,농림어업 관련 시험원,2142,"·  농업, 임업, 수산업, 축산업 등 농림어업 및 축산 분야의 이론과 응용에 관한 실험, 검사 및 분석 등의 기술적 업무를 수행하고, 농가 등에 기술 지도를 한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.","·  가축을 대상으로 한 시험원이나 축산농가에 대한 기술지도를 담당하는 축산업 지도사(축산지도원) 등은 ‘12230000 농림어업 관련 시험원’으로 분류하며, 연구와 개발 목적으로 일반 동물을 대상으로 각종 실험을 담당하는 시험원은 ‘12220000 생명과학 시험원’으로 분류한다.
·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 가축위생시험원, 농산물조사원, 농업시험원, 농업지도원, 농촌지도사, 도축실험실검사원, 산림경영지도원, 산림조사원, 수산종묘관리기사, 어촌지도사, 원예종묘기사, 임목조사원, 임업시험원, 작물시험원, 종자검정원, 축산지도원, 친환경농산물인증심사원, 화훼재배시험원",,
12230001,5,농림어업 시험(연구)보조원,2143,"·  농업, 임업, 수산업, 축산업 등 농림어업 및 축산 분야의 과학자나 연구원, 시험원 등의 지휘, 감독 하에 시험이나 연구를 보조하는 업무를 수행한다. 필요할 경우 표본을 재취하기도 한다.","·  연구를 직접 수행할 경우 연구원으로, 연구원의 지휘하에 시험을 통해 데이터를 추출하고 분석하는 업무를 수행할 경우 시험원으로, 연구원과 시험원의 지시하에 간단한 연구나 시험을 지원할 경우 연구보조원으로 분류한다.","· 가축위생시험원, 농산물조사원, 농업시험원, 농업지도원, 농촌지도사, 도축실험실검사원, 산림경영지도원, 산림조사원, 수산종묘관리기사, 어촌지도사, 원예종묘기사, 임목조사원, 임업시험원, 작물시험원, 종자검정원, 축산지도원, 친환경농산물인증심사원, 화훼재배시험원",,"·  연구소 등에서 연구원과 시험원의 지시를 받아 간단한 지원 업무, 표본이나 시료 채취 등을 수행하는 직무에서 장애인 채용이 발생하기도 한다."
13110000,5,컴퓨터 하드웨어 기술자 및 연구원,2144,"·  개인, 산업, 군사 또는 과학용 컴퓨터나 컴퓨터 관련 장비를 연구, 설계, 개발하고 시험한다. 또한 컴퓨터와 컴퓨터 관련 장비 및 구성 요소의 제조, 설치를 감독하고 검사한다.","·  컴퓨터네트워크장비 개발, 컴퓨터 주변기기인 모뎀, 라우터 등 통신기기를 개발하는 경우에는 ‘13120100 통신기기·  장비 개발자 및 연구원’으로 분류한다.","· 기록장치개발원(자기,광자기등), 디스크드라이브개발원, 스마트그리드하드웨어개발자, 컴퓨터개발자, 컴퓨터기기기술자, 컴퓨터네트워크장비개발자, 컴퓨터메인보드개발원, 컴퓨터메인보드설계기술자, 컴퓨터입출력장치개발원, 컴퓨터제어시스템개발원, 컴퓨터하드웨어설계기술자, 컴퓨터하드웨어엔지니어, 콘트롤러개발원, 하드디스크개발원, 하드디스크개발자, 하드웨어설계기술자, PCDVR개발자, PDA개발기술자, PDA개발자",,
13120000,5,통신공학 기술자 및 연구원,2145,,,,,
13120100,5,통신기기·장비 개발자 및 연구원,2146,"·  스마트폰, 태블릿 PC 등 휴대용 단말기와 전화기, 송수신기 등 통신기기 및 장비 등의 회로 설계 및 개발을 하며, 네트워크 유무선 통신에 이용되는 교환기, 전송기 등을 설계하거나 핵심부품을 개발한다.","·  통신기기 개발은 주로 전자공학기술자가 수행하나, 다른 전자기기와 달리 통신기기의 개발 및 연구원은 전자공학기술자로 분류하지 않고 본 직무로 분류한다.","· 광단국장치개발설계기술자, 광전송장비개발자,  광통신기기설계개발자, 교환기개발설계기술자, 교환기개발자, 구내교환기개발자, 기지국장치개발자, 네비게이터개발자, 네트워크통신기기개발설계기술자, 디지털방송장비개발자, 디지털수신기개발원, 모델개발설계기술자, 무선공유기개발자, 무선전화기개발원, 무선중계장치개발설계기술자, 셋톱박스개발자, 안테나개발자(모바일), 유무선통신기기개발설계기술자, 인공위성TV수신기설계기술자, 인터폰및전화기개발자, 전송기개발자, 전자태그(RFID)개발자, 통신기기기술자, 통신응용서비스장비개발자, 통신장비기술자, 핸드폰회로개발원, ADSL장비개발자, DMB수신기개발자, DMB폰개발자, IPTV개발자, PMP개발자, RF기술자, SMS장비개발자, VMS장비개발자, WCDMA/CDMA/GSM단말기개발자",,
13120200,5,통신기술 개발자 및 통신망 운영 기술자,2147,"·  통신에 관한 지식을 이용하여 CDMA, RF 등 통신방법에 대한 연구를 수행하고, 유무선 통신망의 설계·  구축을 하며, 통신이 원활하게 이루어질 수 있도록 각종 통신 장비의 운용 및 전체적 통신망에 대한 관리 업무를 수행한다.",,"· 광통신기술자, 무선데이터망개발자, 무선통신기술자, 무선통신망관리원, 무선통신부가서비스운용원, 문자서비스장비운용기술자, 셋톱박스설계운영기술자, 위성통신기술자, 유무선통신망운용기술자, 유선통신기술자, 유선통신망기획원, 이동통신기술자, 인터넷통신망운영원, 전자통신기술자, 전화품질측정원, 정보통신감리기술자, 정보통신기술자, 텔레매틱스기술자, 통신공사감리원, 통신기술연구개발자, 통신기술연구원, 통신망설계기술자, 통신선로설계기술자, 통신설계기술자, 통신지능망연구개발자, 회선관리원, ADSL기술자, CDMA기술연구개발자, CDMA기술자, GPS기술자, GSM기술자, HFC기술자, HFC망운영기술자, RF통신연구개발자, SMS장비운용기술자, U-city통신망설계기술자, VMS장비운용기술자, VoIP전문가",,
13120300,5,통신공사 감리 기술자,2148,"·  통신시설물의 설치·  보수 공사에 있어, 공사 전반에 대한 관리(품질관리, 시공관리, 자재관리, 환경관리, 안전관리 등)을 하며 설계도서 및 기타 관계서류의 내용대로 시공되는지 여부를 감독한다. ",,"· 정보통신감리원, 통신설비감리원",,
13200000,5,컴퓨터시스템 전문가,2149,,,,,
13200100,5,IT 컨설턴트,2150,"·  IT분야와 관련된 컨설팅을 전문으로 하며 해당기업의 인적, 물적 자원 및 제반 조건과 관련된 자료를 수집·  분석하고, 최근의 기술적 활용 자원(하드웨어 및 소프트웨어)과 현재 상태의 정보시스템과의 관계를 고려하여 해당 기업의 경영환경에 가장 적절하게 부합될 수 있는 정보시스템의 구축을 제시하고 추천한다.",,"· 네트워크컨설턴트, 데이터베이스컨설턴트, 시스템모델링컨설턴트, 시스템컨설턴트, 웹컨설턴트, 응용시스템컨설턴트, 정보보안컨설턴트, 정보시스템컨설턴트, 정보통신컨설턴트, 튜닝컨설턴트, CRP컨설턴트, ERP컨설턴트, IT컨설턴트, IT프로젝트PM, KMS컨설턴트, MIS컨설턴트",,
13200200,5,컴퓨터시스템 설계 및 분석가,2151,"·  조직 운영에 필요한 정보시스템을 구축하기 위해, 컴퓨터 시스템을 구성하고 있는 하드웨어와 소프트웨어를 포함한 시스템의 전반요소들을 구체적으로 결정 및 설계하고 분석하는 업무를 수행한다.",,"· 시스템디자이너, 시스템분석가(SA), 시스템설계가, 시스템아키텍트, 시스템엔지니어(SE), 시스템통합자(SI), 컴퓨터시스템분석가, 컴퓨터시스템설계가, LMS(학습관리시스템)개발자, MIS개발자(경영정보시스템개발자)",,
13200300,5,IT 감리 전문가(시스템 감리),2152,"·  정보시스템 구축의 위험 요소를 사전에 최소화하고, 정보시스템 운영의 효과성, 효율성 및 안전성의 향상을 위해 제반 사항을 객관적인 기준에 의해 종합적으로 판단하고 평가하는 업무를 수행한다.",,"· 전산감리사, 정보시스템감리사, 컴퓨터시스템감리사",,
13310000,5,시스템 소프트웨어 개발자,2153,,,,,
13310100,5,시스템 소프트웨어 개발자(프로그래머),2154,"·  컴퓨터 시스템의 자체기능 수행명령체계인 시스템소프트웨어를 연구·  개발, 설계하고 이와 관련한 프로그램을 작성하는 업무를 수행하며, 모바일 OS인 운영체제 소프트웨어를 설계 및 개발한다.",,"· 리눅스개발자, 모바일OS프로그래머, 시스템소프트웨어엔지니어, 시스템프로그래머, 애플리케이션개발자, 애플리케이션아키텍트, 운영체계소프트웨어개발자, 컴퓨터OS프로그래머, Application Architect, BREW프로그래머, MICOM제어기술자, OS프로그래머, RFID/USN관련시스템프로그래머, VM프로그래머, WIPI프로그래머",,
13310200,5,펌웨어 및 임베디드 소프트웨어 프로그래머,2155,·  제품이나 솔루션에 내장되어 특정 작업을 수행하는 펌웨어 및 임베디드 하드웨어를 설계 및 개발한다.,,"· 미들웨어전문가, 스마트그리드임베디드프로그래머, 임베디드프로그래머, 임베디드프로그램개발자, 펌웨어어셈블러프로그래머, 펌웨어전문가, Firm Ware개발자",,
13320000,5,응용 소프트웨어 개발자,2156,,,,,
13320100,5,JAVA 프로그래밍 언어 전문가,2157,·  다양한 응용프로그램을 개발하기 위해 프로그램 언어 중 JAVA 프로그래밍언어를 전문으로 활용하여 업무를 수행한다.,·  본 분류는 직무에 따른 분류이기 보다는 취업알선현장에서 JAVA프로그래밍언어가 주된 요건으로 이용되는 경우에 활용한다.,"· EJB전문가, JAVA(Linux/Unix)프로그래머, JAVA(Windows)프로그래머, JSP전문가, Servlet전문가",,
13320200,5,C언어 및 그 외 프로그래밍 언어 전문가,2158,·  다양한 응용프로그램을 개발하기 위한 프로그램 언어 중 C프로그래밍언어를 전문으로 활용하여 업무를 수행한다.,·  본 분류는 직무에 따른 분류이기 보다는 취업알선현장에서 C프로그래밍언어나JAVA프로그래밍언어를 제외한 그 외 프로그래밍언어가 주된 요건으로 이용되는 경우에 활용한다.,"· C#프로그래머, C/C++(Linux/Unix)프로그래머, C/C++(Windows)프로그래머, VisualC++(MFC/ATL), VisualC프로그래머",,
13320300,5,"범용 응용 소프트웨어 프로그래머(ERP,정보처리,재무관리 등)",2159,"·  사무처리, 미디어 콘텐츠 도구, 통계처리 도구 등 사용자가 범용적으로 활용할 수 있도록 개발된 응용 소프트웨어를 설계, 작성하고, 유지 및 개선하는 일을 수행한다.",,"· 과학용소프트웨어프로그래머, 교육용소프트웨어프로그래머, 기업관리소프트웨어개발자, 스마트그리드소프트웨어개발자, 스마트폰어플리케이션개발자, 자료관리소프트웨어프로그래머, 재무관리소프트웨어프로그래머, 증강현실엔지니어, 통계처리소프트웨어프로그래머, 편집소프트웨어프로그래머, CRM소프트웨어프로그래머, ERP소프트웨어프로그래머, ERP프로그래머, MIS소프트웨어프로그래머, SCM소프트웨어프로그래머",,
13320400,5,"산업특화 응용 소프트웨어 프로그래머(국방,항공,교통,에너지,금융,자동차 등)",2160,"·  금융, 제조, 에너지, 미디어, 교육, 의료·  제약, 자동차, 조선, 항공 등 특정 산업군에서 쓰이는 용도로 개발되어 해당 산업의 경쟁력을 높이는 데에 활용되는 소프트웨어 등을 설계, 작성하고, 유지 및 개선하는 업무를 수행한다.",,"· 3D프린터소프트웨어개발자, 가상현실전문가, 가상훈련콘텐츠개발자, 교통용소프트웨어개발자, 국방/항공우주용소프트웨어개발자, 국방소프트웨어개발자, 금용소프트웨어개발자, 금융소프트웨어개발자, 블록체인개발자, 블록체인전문가, 사물인터넷개발자, 사물인터넷소프트웨어개발자, 스마트그리드연구원, 스마트팩토리용소프트웨어개발자, 스마트팩토리용소프트웨어개발자, 에너지소프트웨어개발자, 의료기기소프트웨어개발자, 인공지능프로그래머, 자동차/교통용소프트웨어개발자, 자율주행자동차프로그래머, 조선/선박용소프트웨어개발자, 증강현실엔지니어, 증강현실전문가, 핀테크시스템엔지니어, 핀테크에반젤리스트, 핀테크프로그래머, IoT소프트웨어개발자",,
13320500,5,네트워크 프로그래머,2161,"·  개별 사이트에 영향을 미치는 네트워크의 성능을 모니터링하고, 진단·  컨트롤·  측정하여 네트워크시스템을 계획 및 설계한다.","·  일일 네트워크 유지관리, 네트워크 감시, 네트워크 시스템유지 등의 업무를 수행하는 경우 ‘136102 네트워크 관리자(클라우딩컴퓨터운영관리자)’로 분류하거나 하위의 세세세분류로 분류한다.","· 네트워크엔지니어(설치·운영·지원), 네트워크프로그래머, 프로토콜개발자, ASP프로그래머(네트워크), NET프로그래머(응용소프트웨어분야)",,
13320600,5,게임 프로그래머,2162,·  게임시나리오의 순서에 따라 배경과 상황 등을 각종 언어로 프로그래밍하며 컴퓨터 게임의 운용을 위한 프로그램을 제작한다.,"·  게임제작은 기획 및 연출, 시나리오, 프로그래밍, 사운드, 그래픽으로 나뉜다. 네트워크 게임일 경우에는 여기에다 네트워크 프로그램이 추가된다. 각각의 분야별로 분류하여 기획 및 연출은 ‘13330200 웹기획자‘로, 시나리오는 ‘41110000 작가‘, 사운드는 ‘41650000 음향 및 녹음 기사‘, 그래픽은 ‘41430200 만화영화 작가(애니메이터)‘로, 네트워크 프로그래밍은 ‘13320500 네트워크 프로그래머‘로 분류하되 반드시 직무내용에 게임 관련임을 기재하여야 한다.","· 게임개발자, 게임운영자(GM), 게임테스터, 게임프로그래머, 네트워크게임프로그래머, 동영상CG, 모바일게임개발전문가, 모바일콘텐츠개발자, 아케이드게임프로그래머, 온라인게임프로그래머, 웹게임(JAVA,Flash등), 인터페이스, 콘솔게임개발, 클라이언트개발",,
13320700,5,모바일 애플리케이션 프로그래머(앱·어플 개발),2163,"·  스마트폰, 태블릿 PC 등 모바일 디바이스에서 실행되는 응용소프트웨어를 설계, 작성하고, 유지 및 개선하는 일을 수행한다.",,"· 모바일애플리케이션개발자, 모바일앱개발자, 모바일콘텐츠개발자, 스마트폰어플리케이션개발자, 안드로이드앱개발자, 앱개발자, 어플개발자, IOS앱개발자",,
13330000,5,웹 개발자,2164,,,,,
13330100,5,웹 개발자(웹 엔지니어·웹 프로그래머),2165,"·  웹마스터가 기획한 대로 웹디자이너가 포맷을 잡으면, 웹 개발자 및 프로그래머는 웹상에서 이를 그대로 보여주기 위해 필요한 프로그래밍 작업을 한다.",,"· 쇼핑몰프로그래머, 웹엔지니어, 웹페이지제작자, 웹프로그래머, 전자상거래개발자, 홈페이지구축원, ASP프로그래머(웹), EJB프로그래머, GI/PERL프로그래머, HTML/DHTML프로그래머, JAVA프로그래머(웹), JSP프로그래머, Net프로그래머(웹개발분야), PHP프로그래머, Servlet프로그래머, XML프로그래머",,
13330200,5,웹 기획자,2166,"·  웹서비스 내용에 대한 기획, 웹사이트 구축 및 관리를 위한 기술적 검토, 웹페이지 운영 및 서비스 활성화 마련, 사용자의 요구 반영 등의 업무를 수행한다.",·  웹페이지에 간단한 자료의 업로드를 수행할 경우 ‘02950300 홈페이지 자료관리원(정보검색 포함)‘으로 분류한다.,"· 검색기획자, 웹광고기획자, 웹리서치, 웹사이트테스터, 웹서비스기획원, 인터넷기획원, 커뮤니티운영자, 키워드광고전문가, 키워드에디터",,
13390000,5,기타 컴퓨터 시스템 및 소프트웨어 전문가(IT 테스터 및 IT QA 전문가 등),2167,"·  소프트웨어 등 IT제품의 출시에 앞서 테스트를 실시하여, 문제점이나 보완점 등을 평가하거나 출시 제품의 품질에 대한 관리 업무를 수행한다. 다만, 아래의 세세세분류에 포함되지 않는 직무는 본 직무로 분류한다.",,"· IT테스터, ITQA원, 베타테스터",,
13390001,5,온라인게임테스터,2168,"·  온라인게임의 정식 출시에 앞서 게임을 테스트하여 문제점이나, 보완점 등을 평가한다. 다양한 유형의 장애인이 게임을 접근하는데 장벽이 없는지 평가하는 온라인게임의 접근성 평가 업무를 수행하기도 한다.","·  한국장애인고용공단의 직무개발사업(현장 중심 직무개발사업)을 통해 개발된 게임 접근성 테스터(2024)는 본 직무로 분류한다.
·  온라인게임콘텐츠에 대한 공공성 평가, 연령제한 평가 등 모니터링은 ‘02921103 방송 및 온라인 콘텐츠 모니터요원‘으로 분류한다.
·  장애인 접근성(사용성)평가 업무는 본 직무에 분류한다.","· 게임QA, 모바일게임품질전문가, 모바일게임QA전문가, 베타테스터, 게임 접근성 테스터, 게임접근성평가사",Y,"·  온라인 게임회사에서 구인이 발생한다.
·  컴퓨터활용능력이 요구될 수 있다."
13390002,5,온라인게임운영지원 전문가,2169,·  온라인게임 사용자가 불편함 없이 게임을 할 수 있도록 게임을 점검하고 결함 발견 시 문제점을 해결한다.,"·  온라인게임의 작동여부, 오류 등을 발견하여 보고하는 업무는 ‘13390001 온라인게임테스터’로 분류한다.",· 온라인게임운영원,,·  한국장애인고용공단 산하의 디지털훈련센터와 연계하여 취업이 가능하다.
13390003,5,소프트웨어 및 컴퓨터프로그램 테스터,2170,"·  소프트웨어, 컴퓨터프로그램의 정식 출시에 앞서 프로그램을 테스트하여 문제점이나 보완점 등을 평가한다. ",·  한국장애인고용공단의 중증장애인 고용모델 개발·  확산사업을 통해 개발된 SW 테스터(2018)는 본 직무로 분류한다.,"· SW테스터, 프로그램테스터",,
13390004,5,웹테스터,2171,·  인터넷상 서비스 구현을 위해 개발된 웹 홈페이지 내용에 대해 테스트하고 문제점을 발견하거나 보완점 등을 평가하는 업무를 수행한다. ,,· 웹사용성평가원,,"·  컴퓨터 관련 자격증을 보유하거나, 컴퓨터를 활용하는 능력이 우수할 경우 취업이 용이하다."
